sample_id,image_path,true_label,true_label_name,pred_label,pred_label_name,is_correct,raw_prediction,final_report
health_30_2_000506,data/processed/images/all/sample_N_30_2_000506.png,N,正常状态,N,正常状态,1,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
health_30_2_000507,data/processed/images/all/sample_N_30_2_000507.png,N,正常状态,N,正常状态,1,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 30 Hz、2 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
health_30_2_000508,data/processed/images/all/sample_N_30_2_000508.png,N,正常状态,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
health_30_2_000509,data/processed/images/all/sample_N_30_2_000509.png,N,正常状态,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 30 Hz、2 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
inner_20_0_000407,data/processed/images/all/sample_IF_20_0_000407.png,IF,内圈故障,OF,外圈故障,0,故障类型：外圈故障,"故障类型：外圈故障
诊断依据：模型判断该包络时频图中存在相对稳定的冲击响应和局部频带能量增强，整体更符合外圈局部损伤特征。当前工况为 20 Hz、0 V。
维护建议：建议检查轴承外圈固定区域是否存在剥落、裂纹或异常磨损，必要时安排停机复检。"
inner_20_0_000408,data/processed/images/all/sample_IF_20_0_000408.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000409,data/processed/images/all/sample_IF_20_0_000409.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000410,data/processed/images/all/sample_IF_20_0_000410.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000411,data/processed/images/all/sample_IF_20_0_000411.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000412,data/processed/images/all/sample_IF_20_0_000412.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000413,data/processed/images/all/sample_IF_20_0_000413.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000414,data/processed/images/all/sample_IF_20_0_000414.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000415,data/processed/images/all/sample_IF_20_0_000415.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000416,data/processed/images/all/sample_IF_20_0_000416.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000417,data/processed/images/all/sample_IF_20_0_000417.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000418,data/processed/images/all/sample_IF_20_0_000418.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000419,data/processed/images/all/sample_IF_20_0_000419.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000420,data/processed/images/all/sample_IF_20_0_000420.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000421,data/processed/images/all/sample_IF_20_0_000421.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000422,data/processed/images/all/sample_IF_20_0_000422.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000423,data/processed/images/all/sample_IF_20_0_000423.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000424,data/processed/images/all/sample_IF_20_0_000424.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000425,data/processed/images/all/sample_IF_20_0_000425.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000426,data/processed/images/all/sample_IF_20_0_000426.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000427,data/processed/images/all/sample_IF_20_0_000427.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000428,data/processed/images/all/sample_IF_20_0_000428.png,IF,内圈故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 20 Hz、0 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
inner_20_0_000429,data/processed/images/all/sample_IF_20_0_000429.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000430,data/processed/images/all/sample_IF_20_0_000430.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000431,data/processed/images/all/sample_IF_20_0_000431.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000432,data/processed/images/all/sample_IF_20_0_000432.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000433,data/processed/images/all/sample_IF_20_0_000433.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000434,data/processed/images/all/sample_IF_20_0_000434.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000435,data/processed/images/all/sample_IF_20_0_000435.png,IF,内圈故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 20 Hz、0 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
inner_20_0_000436,data/processed/images/all/sample_IF_20_0_000436.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000437,data/processed/images/all/sample_IF_20_0_000437.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000438,data/processed/images/all/sample_IF_20_0_000438.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000439,data/processed/images/all/sample_IF_20_0_000439.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000440,data/processed/images/all/sample_IF_20_0_000440.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000441,data/processed/images/all/sample_IF_20_0_000441.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000442,data/processed/images/all/sample_IF_20_0_000442.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000443,data/processed/images/all/sample_IF_20_0_000443.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000444,data/processed/images/all/sample_IF_20_0_000444.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000445,data/processed/images/all/sample_IF_20_0_000445.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000446,data/processed/images/all/sample_IF_20_0_000446.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000447,data/processed/images/all/sample_IF_20_0_000447.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000448,data/processed/images/all/sample_IF_20_0_000448.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000449,data/processed/images/all/sample_IF_20_0_000449.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000450,data/processed/images/all/sample_IF_20_0_000450.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000451,data/processed/images/all/sample_IF_20_0_000451.png,IF,内圈故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 20 Hz、0 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
inner_20_0_000452,data/processed/images/all/sample_IF_20_0_000452.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000453,data/processed/images/all/sample_IF_20_0_000453.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000454,data/processed/images/all/sample_IF_20_0_000454.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000455,data/processed/images/all/sample_IF_20_0_000455.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000456,data/processed/images/all/sample_IF_20_0_000456.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000457,data/processed/images/all/sample_IF_20_0_000457.png,IF,内圈故障,N,正常状态,0,故障类型：正常状态,"故障类型：正常状态
诊断依据：模型判断该包络时频图整体能量分布较平稳，未呈现明显的周期性冲击或异常能量集中，结合当前工况更符合正常运行状态。当前工况为 20 Hz、0 V。
维护建议：建议保持常规监测，持续记录振动趋势；若后续能量分布或冲击特征发生明显变化，应及时复检。"
inner_20_0_000458,data/processed/images/all/sample_IF_20_0_000458.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000459,data/processed/images/all/sample_IF_20_0_000459.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000460,data/processed/images/all/sample_IF_20_0_000460.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000461,data/processed/images/all/sample_IF_20_0_000461.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000462,data/processed/images/all/sample_IF_20_0_000462.png,IF,内圈故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 20 Hz、0 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
inner_20_0_000463,data/processed/images/all/sample_IF_20_0_000463.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000464,data/processed/images/all/sample_IF_20_0_000464.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000465,data/processed/images/all/sample_IF_20_0_000465.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000466,data/processed/images/all/sample_IF_20_0_000466.png,IF,内圈故障,CF,混合故障,0,故障类型：混合故障,"故障类型：混合故障
诊断依据：模型判断该包络时频图中呈现多组冲击成分和较复杂的能量分布，可能对应多部位共同损伤引起的复合振动特征。当前工况为 20 Hz、0 V。
维护建议：建议同时检查轴承内圈和外圈，并优先安排停机检测，避免复合故障进一步扩展。"
inner_20_0_000467,data/processed/images/all/sample_IF_20_0_000467.png,IF,内圈故障,BF,滚动体故障,0,故障类型：滚动体故障,"故障类型：滚动体故障
诊断依据：模型判断该包络时频图中存在局部冲击和调制特征，结合行星齿轮箱三方向振动信息，更符合滚动体故障表现。当前工况为 20 Hz、0 V。
维护建议：建议重点检查滚动体表面是否存在磨损、点蚀或剥落，并结合包络谱或现场巡检进一步确认故障程度。"
inner_20_0_000468,data/processed/images/all/sample_IF_20_0_000468.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000469,data/processed/images/all/sample_IF_20_0_000469.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000470,data/processed/images/all/sample_IF_20_0_000470.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
inner_20_0_000471,data/processed/images/all/sample_IF_20_0_000471.png,IF,内圈故障,IF,内圈故障,1,故障类型：内圈故障,"故障类型：内圈故障
诊断依据：模型判断该包络时频图中存在较明显的周期性冲击和调制成分，结合当前转速与负载工况，更符合内圈故障特征。当前工况为 20 Hz、0 V。
维护建议：建议重点检查轴承内圈表面损伤情况，并结合历史振动趋势评估故障发展速度。"
